maladies,symptomes,diagnostics,symptomes_clean,overlap_score
Fungal infection,"All over my body, there has been a severe itching that has been followed by a red, bumpy rash. My skin also has a few darkened spots and a few tiny, nodular breakouts. It has been happening for several days and is becoming worse.","Based on the symptoms you described, it is possible that you are experiencing an allergic reaction or a skin condition. However, without further information or a physical examination, it is difficult to provide a definitive diagnosis.   To help alleviate the itching and rash, you can try over-the-counter antihistamines such as cetirizine or loratadine. These medications can help reduce itching and inflammation. Additionally, you can apply a soothing and moisturizing lotion or cream to the affected areas to help relieve dryness and irritation.  It is important to avoid scratching the affected areas, as this can worsen the symptoms and potentially lead to infection. If the symptoms persist or worsen, I recommend seeking medical attention from a healthcare professional who can evaluate your condition and provide appropriate treatment.",body severe itching pruritus skin itch irritation follow red bumpy rash skin eruption dermal rash skin irritation skin darken spot tiny nodular breakout happen day bad,0
Fungal infection,roids or other prescription medications based on the underlying cause of your rash.,"There are various underlying causes for a rash, and the treatment depends on the specific cause. Without knowing the exact cause of your rash, it is difficult to provide a specific prescription medication. However, I can give you some general information about the treatment options for common causes of rashes. If your rash is due to an allergic reaction, antihistamines such as cetirizine (brand name Zyrtec) or loratadine (brand name Claritin) can help relieve itching and reduce the rash. Topical corticosteroids like hydrocortisone cream can also be used to reduce inflammation and itching. If your rash is caused by a fungal infection, such as ringworm, an antifungal medication like clotrimazole (brand name Lotrimin) or terbinafine (brand name Lamisil) may be prescribed. These medications are available in both topical and oral forms, depending on the severity of the infection. For rashes caused by bacterial infections, antibiotics may be necessary. The specific antibiotic prescribed will depend on the type and location of the infection. Commonly prescribed antibiotics include amoxicillin, cephalexin, and doxycycline. In some cases, a rash may be due to a viral infection, such as shingles or herpes. Antiviral medications like acyclovir (brand name Zovirax) or valacyclovir (brand name Valtrex) may be prescribed to help manage these viral infections. It is important to note that these are general treatment options and may not be suitable for every individual. It is always best to consult with a healthcare professional who can evaluate your specific condition and provide appropriate treatment.",roid prescription medication base underlying cause rash skin eruption dermal rash skin irritation,0
Fungal infection,"I've had a rash that won't go away and a bothersome itching on my skin. In addition, I've seen some color-different areas and bumps that resemble knots or lumps on my skin.","Based on your description, it is difficult to provide a specific diagnosis without a physical examination. However, there are a few possibilities that could explain your symptoms. One possibility is that you may be experiencing an allergic reaction or contact dermatitis. This can occur when your skin comes into contact with an irritant or allergen. It can cause a rash, itching, and sometimes the appearance of bumps or lumps on the skin. Another possibility is that you may have a skin infection, such as a fungal or bacterial infection. These infections can also cause a rash, itching, and changes in skin color.  To help alleviate your symptoms, you can try using over-the-counter hydrocortisone cream to reduce itching and inflammation. Additionally, you can take an antihistamine such as cetirizine or loratadine to help relieve itching. It is important to avoid scratching the affected area as this can worsen the symptoms and potentially lead to infection.  However, I strongly recommend that you consult with a dermatologist or a healthcare professional for a proper evaluation and diagnosis. They will be able to examine your skin, take a detailed medical history, and provide you with appropriate treatment options.",rash skin eruption dermal rash skin irritation will away bothersome itching pruritus skin itch irritation skin addition see color different area bump resemble knot lump skin,0
Fungal infection,"Recently, my skin has been quite itchy, and I have a rash all over my body. My skin also has a few spots where the hue is altered and some lumps and knot-like pimples.","I'm sorry to hear about your skin symptoms. Based on your description, it is possible that you are experiencing a skin condition called dermatitis. Dermatitis is inflammation of the skin that can cause itching, rash, and changes in skin color. There are several types of dermatitis, including contact dermatitis, atopic dermatitis, and seborrheic dermatitis.   To help relieve your symptoms, you can try using over-the-counter hydrocortisone cream to reduce inflammation and itching. Additionally, taking antihistamines such as cetirizine or loratadine can help alleviate itching. It is important to avoid scratching the affected areas to prevent further irritation and potential infection.  However, without a proper examination, it is difficult to provide a definitive diagnosis. I would recommend consulting with a dermatologist who can evaluate your symptoms in person and provide appropriate treatment options.",recently skin itchy rash skin eruption dermal rash skin irritation body skin spot hue alter lump knot like pimple,0
Fungal infection,"I have a rash all over my body, and I can't stop scratching because my skin is itchy. My skin also has a few spots where the hue is altered and some lumps and knot-like pimples.","Based on your description, it seems like you are experiencing a rash with itching, altered skin color, and the presence of lumps and pimples. There are several possible causes for these symptoms, including:  1. Allergic reaction: It is possible that you may have come into contact with an allergen, such as a certain food, medication, or cosmetic product, which has triggered an allergic reaction.  2. Eczema: Eczema is a chronic skin condition characterized by red, itchy, and inflamed skin. It can cause changes in skin color and the formation of bumps or blisters.  3. Contact dermatitis: This occurs when the skin comes into direct contact with an irritant or allergen, leading to a localized rash. Common irritants include certain metals, chemicals, or plants.  4. Insect bites or stings: Certain insect bites or stings can cause an allergic reaction, resulting in a rash with itching and swelling.  Without a physical examination, it is difficult to provide a definitive diagnosis. However, you can try some self-care measures to alleviate your symptoms:  1. Avoid scratching the affected areas to prevent further irritation and potential infection. 2. Apply a cold compress or take a cool bath to soothe the itching. 3. Use a mild, fragrance-free moisturizer to keep your skin hydrated. 4. Avoid known triggers or irritants that may worsen your symptoms. 5. Over-the-counter antihistamines, such as cetirizine or loratadine, may help relieve itching. Follow the recommended dosage instructions.  If your symptoms persist, worsen, or if you develop any other concerning symptoms, I recommend consulting a dermatologist for a proper evaluation and diagnosis. They will be able to provide you with a tailored treatment plan based on your specific condition.",rash skin eruption dermal rash skin irritation body stop scratch skin itchy skin spot hue alter lump knot like pimple,0
Fungal infection,"My skin has been itching a lot and developing a rash. Additionally, I have a few areas of my skin that are a different hue than the rest of it. Additionally, I have a few firm pimples or breakouts on my skin.","I'm sorry to hear about your symptoms. Itching, rash, changes in skin color, and pimples can be caused by various factors. It would be helpful to know if you have any known allergies, recent exposure to irritants, or if you have started using any new skincare products. Additionally, it would be beneficial to know if you have any other accompanying symptoms or medical conditions.",skin itch lot develop rash skin eruption dermal rash skin irritation additionally area skin different hue rest additionally firm pimple breakout skin,0
Fungal infection,"All over my body has been itching like crazy, and now there are red areas all over. Additionally, some of the patches have a different tone than my natural skin. And on my skin, there are these lumps or pimples that have developed.","I'm sorry to hear about your symptoms. Based on your description, it seems like you may be experiencing an allergic reaction or a skin condition. Itching, redness, and the presence of lumps or pimples could be indicative of several conditions. However, without further information or a physical examination, it is difficult to provide a definitive diagnosis.   To help alleviate your symptoms, you can try taking an over-the-counter antihistamine such as cetirizine or loratadine to reduce itching. Applying a mild, fragrance-free moisturizer can also help soothe the skin. Avoid scratching the affected areas as it may worsen the symptoms and lead to infection.  If the symptoms persist or worsen, it is recommended to consult with a dermatologist for a proper evaluation and diagnosis. They may suggest further tests or prescribe specific medications, such as topical corticosteroids or antihistamines, to manage your condition effectively.",body itch like crazy red area additionally patch different tone natural skin skin lump pimple develop,0
Fungal infection,"On my arms and legs, I have a lot of red pimples and itchy skin. My skin also has a few odd-looking lesions. And occasionally there are bumps that are somewhat uncomfortable.","Based on your description, it is possible that you are experiencing a skin condition called dermatitis. Dermatitis is a general term that refers to inflammation of the skin. There are several types of dermatitis, including atopic dermatitis (eczema), contact dermatitis, and seborrheic dermatitis.   The red pimples and itchy skin you are experiencing could be a symptom of atopic dermatitis. This condition is characterized by dry, itchy, and inflamed skin. It can occur on different parts of the body, including the arms and legs. Treatment for atopic dermatitis usually involves moisturizing the skin regularly, avoiding triggers that may worsen the condition (such as certain fabrics or harsh soaps), and using topical corticosteroids or other prescribed medications to reduce inflammation.  The odd-looking lesions you mentioned could be a sign of a different skin condition, such as psoriasis or a fungal infection. Psoriasis is a chronic autoimmune condition that causes the rapid buildup of skin cells, resulting in thick, red patches with silvery scales. Fungal infections, on the other hand, are caused by an overgrowth of fungi on the skin and can cause various types of lesions.   To accurately diagnose your condition and provide appropriate treatment, it is important to consult with a dermatologist. They will be able to examine your skin, ask further questions about your symptoms, and recommend the most suitable treatment plan for you.",arm leg lot red pimple itchy skin skin odd look lesion occasionally bump somewhat uncomfortable,0
Fungal infection,"My skin has been acting up recently, becoming extremely itchy and rashes-prone. Additionally, there are certain spots that deviate from my natural skin tone in terms of hue. And now my skin has these lumps or bumps that weren't there before.","I'm sorry to hear about your skin concerns. Itchy skin, rashes, changes in skin tone, and the appearance of lumps or bumps can be caused by various factors. It is important to note that without a physical examination, it is difficult to provide a definitive diagnosis. However, I can suggest a few possible causes for your symptoms:  1. Allergic reactions: Itchy skin and rashes can be a result of an allergic reaction to certain substances such as cosmetics, detergents, or even certain foods. Avoiding potential allergens and using over-the-counter antihistamines like cetirizine (brand name Zyrtec) may help alleviate your symptoms.  2. Eczema: Eczema is a chronic skin condition characterized by itchy, red, and inflamed skin. Moisturizing regularly with a gentle, fragrance-free moisturizer and using topical corticosteroids like hydrocortisone cream (brand name Cortizone-10) can help manage eczema symptoms.  3. Fungal infections: Fungal infections like ringworm can cause itchy skin, rashes, and changes in skin color. Over-the-counter antifungal creams containing clotrimazole (brand name Lotrimin) or terbinafine (brand name Lamisil) can be used to treat such infections.  4. Skin infections: Bacterial or viral infections can also lead to skin changes and the development of lumps or bumps. If you suspect an infection, it is best to consult a healthcare professional for proper evaluation and treatment.  Please keep in mind that these are just possible causes based on the information provided. It is recommended to consult a dermatologist for a thorough evaluation and appropriate treatment plan tailored to your specific condition.",skin act recently extremely itchy rashe prone additionally certain spot deviate natural skin tone term hue skin lump bump,0
Fungal infection,I have an itchy skin and lots of red bumps on my arms and legs. There are some weird looking spots on my skin too. And sometimes there are bumps that feel kind of hard.,"Based on your description, it seems like you may be experiencing a skin condition called dermatitis. Dermatitis is an inflammation of the skin that can cause itching, redness, and the appearance of bumps or spots. There are several types of dermatitis, including contact dermatitis, atopic dermatitis, and nummular dermatitis.  To help alleviate your symptoms, I recommend taking the following steps:  1. Avoid irritants: Try to identify and avoid any potential triggers or irritants that may be causing your dermatitis. This could include certain soaps, detergents, fabrics, or skincare products.   2. Moisturize regularly: Apply a gentle, fragrance-free moisturizer to your skin regularly to help soothe dryness and reduce itching. Look for moisturizers that contain ingredients like ceramides or hyaluronic acid.  3. Use over-the-counter creams: You can try using over-the-counter hydrocortisone creams to help reduce inflammation and itching. Apply a thin layer to the affected areas as directed on the packaging.  4. Take antihistamines: Over-the-counter antihistamines, such as cetirizine or loratadine, can help relieve itching and reduce allergic reactions. Follow the recommended dosage instructions.  5. Keep your skin cool and hydrated: Avoid hot showers or baths, as hot water can further dry out your skin. Instead, opt for lukewarm water and gently pat your skin dry with a soft towel. Drink plenty of water to keep your skin hydrated from within.  If your symptoms persist or worsen despite these measures, it would be best to consult a dermatologist for a proper evaluation and further guidance. They may prescribe stronger medications or recommend additional treatments tailored to your specific condition.",itchy skin lot red bump arm leg weird look spot skin bump feel kind hard,1
Fungal infection,"Doctor, I have a really itchy rash on my skin and there are some weird spots that are a different color. There are also some bumps on my skin that look like little knots","I'm sorry to hear about your symptoms. Based on your description, it's possible that you may be experiencing a skin condition called dermatitis. Dermatitis is characterized by red, itchy rashes that can sometimes have different colored spots and small bumps. However, it's important to note that without a physical examination, it's difficult to provide a definitive diagnosis.   To help alleviate your symptoms, you can try using over-the-counter hydrocortisone cream to reduce itching and inflammation. Additionally, you can take an oral antihistamine such as cetirizine to further relieve itching. It's also important to keep your skin moisturized by using a gentle, fragrance-free moisturizer.  If your symptoms persist or worsen, I recommend consulting with a dermatologist for a proper diagnosis and treatment plan. They will be able to provide you with more specific recommendations tailored to your condition.",doctor itchy rash skin eruption dermal rash skin irritation skin weird spot different color bump skin look like little knot,0
Fungal infection,"Doctor, My skin is covered in a very uncomfortable rash, along with some odd patches of a different hue. My skin also has a few pimples that resemble little knots","I'm sorry to hear about your skin condition. Based on your description, it is difficult to provide a specific diagnosis without further information or a physical examination. However, there are a few possibilities that could explain your symptoms.  One possibility is that you may be experiencing an allergic reaction. Allergic reactions can cause rashes, patches of different color, and even small pimples. It could be helpful to think about any new products or substances that you may have come into contact with recently, such as new skincare products, laundry detergents, or fabrics.  Another possibility is that you may have a skin infection, such as folliculitis or impetigo. These infections can cause rashes, pimple-like bumps, and changes in skin color. They are often caused by bacteria and can be treated with topical or oral antibiotics.  I recommend that you schedule an appointment with a dermatologist or your primary care physician for a proper evaluation and diagnosis. They will be able to examine your skin, ask you more specific questions, and provide appropriate treatment options.",doctor skin cover uncomfortable rash skin eruption dermal rash skin irritation odd patch different hue skin pimple resemble little knot,0
Fungal infection,"I have lots of itchy spots on my skin, and sometimes they turn red or bumpy. There are also some weird patches that are different colors than the rest of my skin, and sometimes I get these weird bumps that look like little balls.","Based on your description, it seems like you may be experiencing a skin condition called eczema. Eczema is a common skin condition characterized by itchy, red, and bumpy patches on the skin. The patches can vary in color and texture, and sometimes small bumps, resembling little balls, can also be present.   To help alleviate the symptoms of eczema, you can try the following measures:  1. Keep your skin moisturized: Apply a gentle and fragrance-free moisturizer regularly to keep your skin hydrated and prevent dryness, which can worsen eczema symptoms.  2. Avoid triggers: Identify and avoid any triggers that may worsen your symptoms. Common triggers include certain fabrics, harsh soaps or detergents, extreme temperatures, and stress.  3. Use mild soaps and detergents: Opt for mild, fragrance-free soaps and detergents to avoid further irritation to your skin.  4. Wear comfortable clothing: Choose loose-fitting, breathable clothing made from soft fabrics such as cotton to minimize irritation.  5. Avoid scratching: Although it can be difficult, try to resist the urge to scratch the affected areas, as scratching can further irritate the skin and lead to infection.  In addition to these measures, there are over-the-counter creams and ointments available that can help relieve the symptoms of eczema. Look for products containing ingredients like hydrocortisone, which can help reduce inflammation and itching. However, it is important to consult with a healthcare professional or pharmacist to determine the most suitable product and dosage for your specific condition.  If your symptoms persist or worsen despite these measures, it is recommended to consult with a dermatologist for a proper evaluation and personalized treatment plan.",lot itchy spot skin turn red bumpy weird patch different color rest skin weird bump look like little ball,0
Fungal infection,"My skin frequently develops itchy bumps that can occasionally turn red or rough. Aside from that, my skin occasionally develops strange pimples that resemble small balls and some odd spots that are a different hue from the rest of my skin.","Based on your description, it is possible that you are experiencing a skin condition called urticaria, also known as hives. Urticaria is characterized by itchy, raised bumps on the skin that can vary in size and shape. These bumps can sometimes turn red and become rough. The appearance of small ball-like pimples and spots of a different hue may be a variant of urticaria called angioedema, which involves swelling deeper in the skin.  Urticaria and angioedema can be caused by various factors, including allergic reactions, infections, medications, stress, and underlying medical conditions. To help alleviate the symptoms and manage the condition, you can try the following:  1. Avoid triggers: Pay attention to any potential triggers that may be causing your symptoms and try to avoid them. Common triggers include certain foods, medications, insect bites, and exposure to heat or cold.  2. Take antihistamines: Over-the-counter antihistamines such as cetirizine or loratadine can help reduce itching and inflammation associated with urticaria. Follow the recommended dosage instructions on the package or consult with a pharmacist for guidance.  3. Apply cool compresses: Applying cool, damp compresses to the affected areas can help soothe itching and reduce inflammation.  4. Moisturize regularly: Keeping your skin well-moisturized can help prevent dryness and further irritation. Choose a gentle, fragrance-free moisturizer and apply it to your skin after bathing.  If your symptoms persist or worsen, it is advisable to consult with a dermatologist for a proper evaluation and personalized treatment plan. They may recommend prescription-strength medications or additional tests to identify the underlying cause of your symptoms.",skin frequently develop itchy bump occasionally turn red rough aside skin occasionally develop strange pimple resemble small ball odd spot different hue rest skin,0
Fungal infection,"Doctor, I have these red rashes that keep popping up and my skin is continuously itching. In addition, I've observed some odd color-different spots on my skin, as well as some little nodules on my skin that appear to be expanding.","I'm sorry to hear about your symptoms. Based on your description, it is difficult to provide a specific diagnosis without further information or a physical examination. However, there are a few possible causes for your symptoms. One possibility is an allergic reaction, which can cause red rashes and itching. Another possibility is a skin infection, such as a fungal or bacterial infection, which can cause the appearance of nodules and discoloration. It is also possible that these symptoms could be related to a skin condition such as eczema or psoriasis.  To help alleviate your symptoms, you can try using over-the-counter antihistamines to reduce itching, and applying a mild, fragrance-free moisturizer to keep your skin hydrated. Avoid scratching the affected areas to prevent further irritation. If your symptoms persist or worsen, I recommend consulting a dermatologist for a proper diagnosis and treatment plan. They may prescribe topical medications or recommend further tests to determine the underlying cause of your symptoms.",doctor red rash skin eruption dermal rash skin irritation pop skin continuously itch addition observe odd color different spot skin little nodule skin appear expand,0
Fungal infection,"I have been experiencing some really intense itching all over my body, along with redness and bumps on my skin. There are also these weird patches that are different colors than the rest of my skin, and sometimes I get these nodules that look like small bumps.","Based on your description, it seems like you may be experiencing a skin condition called eczema. Eczema is a common skin condition characterized by intense itching, redness, bumps, and patches of different colors on the skin. The nodules you mentioned could be a result of scratching or inflammation.  To manage eczema symptoms, there are a few things you can try:  1. Keep your skin moisturized: Apply a thick, fragrance-free moisturizer to your skin regularly to help prevent dryness and itching. Look for moisturizers that contain ingredients like ceramides or hyaluronic acid.  2. Avoid triggers: Identify and avoid any triggers that may worsen your symptoms. Common triggers include certain fabrics, soaps, detergents, stress, and certain foods. Keeping a diary of your symptoms and activities may help you identify potential triggers.  3. Use mild soaps and detergents: Opt for gentle, fragrance-free soaps and detergents to avoid further irritation to your skin.  4. Wear loose-fitting clothing: Choose loose-fitting, breathable clothing made of soft fabrics like cotton to minimize irritation.  5. Take lukewarm showers: Hot water can strip your skin of its natural oils, leading to dryness and worsening of symptoms. Stick to lukewarm water and limit your shower time.  6. Over-the-counter treatments: You can try using over-the-counter hydrocortisone creams or ointments to help reduce inflammation and itching. However, it's best to consult with a pharmacist or your doctor for specific recommendations and guidance on the appropriate dosage and duration of use.  It's important to note that while these measures may provide relief, it's always best to consult with a healthcare professional for a proper diagnosis and personalized treatment plan. They can assess your condition and provide appropriate prescription medications if necessary.",experience intense itching pruritus skin itch irritation body redness bump skin weird patch different color rest skin nodule look like small bump,0
Fungal infection,"I've been experiencing a lot of itching, which has been accompanied with a rash that appears to be growing worse over time. There are also certain areas of skin that are different colours from the rest, and I've spotted several lumps that resemble little nodes.","Based on your description, it seems like you may be experiencing a skin condition that requires further evaluation. Itching, rash, changes in skin color, and the presence of nodes can be indicative of various underlying causes. However, without a physical examination and additional information, it is difficult to provide a definitive diagnosis.   Some possible causes of your symptoms could include allergic reactions, eczema, psoriasis, or even an infection. It is important to determine the exact cause in order to provide appropriate treatment. I recommend scheduling an appointment with a dermatologist who can evaluate your condition and provide a proper diagnosis.  In the meantime, you can try some general measures to alleviate your symptoms. Avoid scratching the affected areas to prevent further irritation and potential infection. Keep your skin moisturized with a gentle, fragrance-free moisturizer. You may also find relief by applying cool compresses to the itchy areas or taking over-the-counter antihistamines, such as cetirizine or loratadine, to help reduce itching.  Please keep in mind that this is just a general recommendation and it is important to consult with a dermatologist for a thorough evaluation and personalized treatment plan.",experience lot itching pruritus skin itch irritation accompany rash skin eruption dermal rash skin irritation appear grow bad time certain area skin different colour rest spot lump resemble little node,0
Fungal infection,"I've been having a lot of problems with itching, and it's been accompanied by a rash that seems to be getting worse over time. There are also some patches of skin that are different colors than the rest, and I've noticed some bumps that look like little nodes.","Based on your description, it seems like you are experiencing a skin condition that requires further evaluation. Itching, accompanied by a worsening rash, changes in skin color, and the presence of bumps could be indicative of various dermatological conditions. However, without a physical examination and more information, it is difficult to provide a specific diagnosis.   I recommend you to consult a dermatologist who can examine your skin closely, take a detailed medical history, and possibly perform additional tests if needed. They will be able to provide you with an accurate diagnosis and appropriate treatment plan.",have lot problem itching pruritus skin itch irritation accompany rash skin eruption dermal rash skin irritation get bad time patch skin different color rest notice bump look like little node,0
Fungal infection,"Doctor, My skin is covered in an uncomfortable rash and has a few odd patches of skin that are a different colour. There are a few pimples on my skin that resemble little knots.","Based on your description, it seems like you may be experiencing a skin condition called dermatitis. Dermatitis is a general term used to describe inflammation of the skin. It can be caused by various factors such as allergies, irritants, infections, or underlying medical conditions.  To provide you with a more accurate diagnosis and treatment plan, I would need some additional information. Could you please answer the following questions:  1. Have you recently come into contact with any new substances, such as certain chemicals, cosmetics, or plants? 2. Are you experiencing any itching or pain associated with the rash? 3. Have you noticed any changes in your diet or any new medications you have started taking?  Please provide this information so that I can assist you further.",doctor skin cover uncomfortable rash skin eruption dermal rash skin irritation odd patch skin different colour pimple skin resemble little knot,0
Fungal infection,"All over my body, I've been scratching so much that my skin has become red and developed pimples. Additionally, I occasionally get these nodules that resemble little pimples, as well as these strange patches that are a different hue from the rest of my skin.","Based on your description, it seems like you are experiencing a skin condition that is causing itching, redness, pimples, nodules, and patches of different hue on your body. There are several possible causes for these symptoms, including:  1. Allergic reactions: It is possible that you are having an allergic reaction to something you have come into contact with, such as certain fabrics, soaps, detergents, or skincare products. I would recommend avoiding any potential triggers and using mild, hypoallergenic products.  2. Eczema: Eczema is a chronic skin condition characterized by dry, itchy, and inflamed skin. It can cause redness, pimples, and patches of different hue. Keeping your skin well-moisturized and using topical corticosteroids as prescribed by a doctor can help manage eczema symptoms.  3. Contact dermatitis: Contact dermatitis occurs when the skin comes into direct contact with an irritant or allergen, leading to inflammation and itching. Identifying and avoiding the trigger is important in managing contact dermatitis. Topical corticosteroids or antihistamines may also be recommended.  4. Infections: Certain infections, such as fungal or bacterial infections, can cause similar symptoms. If you notice any signs of infection, such as increased redness, warmth, or discharge from the affected areas, it is important to seek medical attention for appropriate diagnosis and treatment.  Since I cannot examine you personally, it is difficult to provide a definitive diagnosis. I recommend consulting with a dermatologist who can evaluate your symptoms, perform any necessary tests, and provide you with a proper diagnosis and treatment plan.",body scratch skin red developed pimple additionally occasionally nodule resemble little pimple strange patch different hue rest skin,0
Fungal infection,"I've been itching a lot, and it's been accompanied with a rash that looks to be getting worse over time. There are also some patches of skin that are different colours from the rest of the skin, as well as some lumps that resemble little nodes.","Based on your description, it seems like you may be experiencing a skin condition. Itching, rash, and changes in skin color can be caused by various factors such as allergies, infections, or inflammatory conditions. The presence of lumps resembling nodes could indicate swollen lymph nodes, which can occur in response to an underlying infection or inflammation.  Without further information or a physical examination, it is difficult to provide a specific diagnosis. However, I can suggest some general measures that may help alleviate your symptoms. You can try:  1. Avoiding any potential triggers or irritants that may be causing the itching and rash. 2. Keeping the affected area clean and dry. 3. Applying a mild, fragrance-free moisturizer to soothe the skin. 4. Taking over-the-counter antihistamines to help reduce itching. 5. Using cold compresses or taking cool baths to relieve discomfort. 6. Wearing loose-fitting clothing made of breathable fabrics. 7. Avoiding scratching or rubbing the affected area to prevent further irritation.  If your symptoms persist, worsen, or if you develop additional symptoms, I recommend consulting a dermatologist for a proper evaluation and diagnosis. They may perform further tests or prescribe specific medications, such as topical corticosteroids or antifungal creams, depending on the underlying cause of your symptoms.",itch lot accompany rash skin eruption dermal rash skin irritation look get bad time patch skin different colour rest skin lump resemble little node,0
Fungal infection,"My skin has been acting up lately, becoming exceedingly itchy and prone to rashes. Furthermore, several patches differ from my normal skin tone in terms of colour. And now I have lumps or bumps on my skin that weren't there before.","I'm sorry to hear about your skin troubles. Based on your description, it seems like you may be experiencing a skin condition that requires further evaluation. Itchy and rash-prone skin with changes in color and the development of new lumps or bumps can be indicative of various underlying causes. However, without a physical examination and additional information, it is difficult to provide a definitive diagnosis.   Some possible causes for your symptoms include allergic reactions, eczema, psoriasis, fungal infections, or even an autoimmune condition. It would be helpful to know if you have any known allergies, recent changes in skincare products or detergents, or if you have been exposed to any potential irritants or allergens.  In the meantime, you can try some general measures to alleviate your symptoms. Avoid scratching the affected areas to prevent further irritation and potential infection. Keep your skin moisturized with a gentle, fragrance-free moisturizer. You can also apply over-the-counter hydrocortisone cream to help reduce itching and inflammation. However, it is important to note that these measures are only temporary and may not address the underlying cause.  I recommend scheduling an appointment with a dermatologist who can examine your skin, take a detailed medical history, and provide you with an accurate diagnosis and appropriate treatment plan. They may prescribe specific medications, such as topical corticosteroids, antihistamines, or immunomodulators, depending on the underlying cause of your symptoms.",skin act lately exceedingly itchy prone rash skin eruption dermal rash skin irritation furthermore patch differ normal skin tone term colour lump bump skin,0
Fungal infection,"A rash that appears to be developing throughout my skin has been accompanying my recent bouts of intense itching and discomfort. On my skin, I also have some dischromic spots and little lumps that seem to be appearing everywhere.","Based on the symptoms you described, it is possible that you are experiencing a skin condition called urticaria, also known as hives. Urticaria is characterized by the development of raised, itchy welts or patches on the skin, which can be accompanied by redness and swelling. It can also present with dischromic spots and small lumps.  There are several possible causes of urticaria, including allergic reactions to certain foods, medications, or environmental factors such as pollen or insect bites. Other triggers may include infections, stress, or autoimmune disorders.  To help alleviate the symptoms of urticaria, you can try taking an over-the-counter antihistamine such as cetirizine or loratadine. These medications can help reduce itching and inflammation. It is important to follow the recommended dosage instructions provided on the packaging or consult with a pharmacist for proper guidance.  Additionally, you can apply a cold compress or take cool showers to soothe the affected areas. Avoiding known triggers, such as certain foods or environmental factors, can also help prevent future episodes.  If your symptoms persist or worsen, it is recommended to consult with a dermatologist for a proper evaluation and to discuss further treatment options.",rash skin eruption dermal rash skin irritation appear develop skin accompany recent bout intense itching pruritus skin itch irritation discomfort skin dischromic spot little lump appear,1
Fungal infection,"My skin always itches, and occasionally it becomes quite rough and red. In addition, I occasionally get little pimples that resemble tiny balls and certain spots that are a different colour from the rest of my skin. It severely irritates me and itches.","I'm sorry to hear about your skin issues. Based on your description, it seems like you may be experiencing a skin condition called eczema. Eczema is a common skin condition characterized by itching, redness, roughness, and the formation of small bumps or blisters. The different colored spots you mentioned could be areas of hyperpigmentation or inflammation.  To help alleviate your symptoms, I would recommend the following:  1. Keep your skin moisturized: Apply a hypoallergenic moisturizer regularly to keep your skin hydrated and prevent dryness, which can worsen itching and irritation. Look for moisturizers that are fragrance-free and specifically formulated for sensitive skin.  2. Avoid irritants: Identify and avoid any triggers or irritants that may be exacerbating your symptoms. This can include certain fabrics, harsh soaps or detergents, and exposure to extreme temperatures.  3. Use gentle cleansers: Opt for mild, fragrance-free cleansers when washing your skin. Harsh soaps can strip away natural oils and further irritate your skin.  4. Wear loose-fitting clothing: Choose breathable fabrics like cotton and avoid tight clothing that can trap sweat and irritate your skin.  5. Manage stress: Stress can worsen eczema symptoms, so finding healthy ways to manage stress, such as practicing relaxation techniques or engaging in regular exercise, may help improve your skin condition.  In terms of medication, over-the-counter hydrocortisone creams can provide temporary relief for itching and inflammation. However, it's important to use them sparingly and as directed, as prolonged use can have side effects. If your symptoms persist or worsen despite these measures, I recommend consulting a dermatologist for a proper evaluation and personalized treatment plan.",skin itch occasionally rough red addition occasionally little pimple resemble tiny ball certain spot different colour rest skin severely irritate itch,0
Fungal infection,"I have a pretty irritating itch all over my body, and my skin also has a few red, bumpy areas. I've also had some pimples that resemble small balls and other spots that are a different colour than the rest of my skin. ","Based on your description, it is possible that you are experiencing an allergic reaction or a skin condition. Itching, redness, and bumpy areas can be indicative of various skin conditions. The presence of pimples and spots of different colors may suggest the involvement of different factors.  One possible cause could be an allergic reaction to something you have come into contact with, such as a new detergent, fabric, or skincare product. Another possibility is a skin condition called urticaria, also known as hives, which can cause itchy, red, and bumpy areas on the skin.  To alleviate the itching and discomfort, you can try taking an over-the-counter antihistamine such as cetirizine or loratadine. These medications can help reduce itching and allergic reactions. It is important to follow the recommended dosage instructions on the packaging or consult with a pharmacist for appropriate dosing.  Additionally, you can apply a soothing lotion or cream containing calamine or hydrocortisone to the affected areas. These topical treatments can help relieve itching and reduce inflammation.  If your symptoms persist or worsen, it would be best to consult with a dermatologist for a proper diagnosis and treatment plan. They can evaluate your condition and provide you with specific recommendations tailored to your needs.",pretty irritate itch body skin red bumpy area pimple resemble small ball spot different colour rest skin,0
